0;1473724800;6450;TASK0132972;ASBUILT;RJ01
0;1476057600;6024;TASK0140808;ASBUILT;SP02
0;1476057600;6072;TASK0140805;ASBUILT;SP01
0;1476057600;6356;TASK0140809;ASBUILT;SP06
0;1476057600;6404;TASK0140812;ASBUILT;SP05
0;1476057600;6406;TASK0140814;ASBUILT;SP05
0;1476057600;6567;TASK0140845;ASBUILT;PR01
0;1476057600;6622;TASK0140804;ASBUILT;RJ01
0;1476144000;6307;TASK0141290;ASBUILT;SP02
0;1476144000;6465;TASK0141292;ASBUILT;SP05
0;1476144000;6468;TASK0141291;ASBUILT;SP05
0;1476230400;6010;;ASBUILT;SP02
0;1476230400;6091;;ASBUILT;SP03
0;1476230400;6189;;ASBUILT;SP02
0;1476316800;6079;TASK0141289;ASBUILT;SP01
0;1476662400;6100;TASK0142653;ASBUILT;SP01
0;1476662400;6294;TASK0142675;ASBUILT;SP06
0;1476662400;6379;TASK0142656;ASBUILT;SP02
0;1476662400;6393;TASK0142878;ASBUILT;SOR01
0;1476662400;6398;TASK0142658;ASBUILT;SP05
0;1476662400;6402;TASK0142672;ASBUILT;SP05
0;1476662400;6570;TASK0142635;ASBUILT;PR01
0;1476662400;6581;TASK0142637;ASBUILT;RJ01
0;1476748800;6011;TASK0142664;ASBUILT;SP01
0;1476748800;6036;TASK0143132;ASBUILT;SP02
0;1476748800;6268;;ASBUILT;SP02
0;1476748800;6268;TASK0143130;ASBUILT;SP02
0;1476748800;6512;TASK0143257;ASBUILT;SOR01
0;1476748800;6562;TASK0143117;ASBUILT;PR01
0;1476748800;6563;TASK0143120;ASBUILT;PR01
0;1476748800;6653;TASK0143128;ASBUILT;SP01
0;1476835200;6220;TASK0143125;ASBUILT;SOR01
0;1476835200;6224;TASK0143549;ASBUILT;SP01
0;1476835200;6330;TASK0143553;ASBUILT;SP06
0;1476835200;6575;TASK0143547;ASBUILT;RJ01
0;1476921600;6040;;ASBUILT;SP01
0;1476921600;6040;TASK0143928;ASBUILT;SP02
0;1476921600;6199;TASK0142662;ASBUILT;SP06
0;1476921600;6499;TASK0143932;ASBUILT;RJ01
0;1476921600;6525;TASK0143930;ASBUILT;RJ01
0;1476921600;6628;TASK0142660;ASBUILT;SP06
0;1477008000;6210;TASK0144296;ASBUILT;SP06
0;1477008000;6401;TASK0144259;ASBUILT;SP05
0;1477008000;6476;TASK0144338;ASBUILT;RJ01
0;1477094400;6553;TASK0144680;ASBUILT;RJ01
0;1477267200;6092;TASK0144735;ASBUILT;SP02
0;1477267200;6238;TASK0144729;ASBUILT;SOR01
0;1477267200;6308;TASK0144741;ASBUILT;SP06
0;1477267200;6356;TASK0144739;ASBUILT;SP06
0;1477267200;6436;TASK0144726;ASBUILT;RJ02
0;1477267200;6473;TASK0144725;ASBUILT;RJ01
0;1477267200;6503;TASK0144733;ASBUILT;SP02
0;1477267200;6510;TASK0144738;ASBUILT;SP05
0;1477353600;6216;TASK0145279;ASBUILT;SP06
0;1477353600;6291;TASK0145278;ASBUILT;SP06
0;1477353600;6362;TASK0145276;ASBUILT;SP06
0;1477353600;6450;TASK0145230;ASBUILT;RJ01
0;1477353600;6466;TASK0145206;ASBUILT;SP05
0;1477353600;6505;TASK0145229;ASBUILT;RJ02
0;1477353600;6509;TASK0145203;ASBUILT;SP05
0;1477353600;6533;TASK0145171;ASBUILT;PR01
0;1477440000;6006;TASK0145610;ASBUILT;SP02
0;1477440000;6011;TASK0145619;ASBUILT;SOR01
0;1477440000;6020;TASK0145617;ASBUILT;SOR01
0;1477440000;6038;TASK0145606;ASBUILT;SP01
0;1477440000;6056;TASK0145608;ASBUILT;SP01
0;1477440000;6211;TASK0145615;ASBUILT;SP06
0;1477440000;6453;TASK0145604;ASBUILT;RJ02
0;1477440000;6474;TASK0145602;ASBUILT;RJ01
0;1477440000;6654;TASK0145612;ASBUILT;SP02
0;1477526400;6020;TASK0145617;ASBUILT;SOR01
0;1477526400;6029;TASK0146218;ASBUILT;SOR01
0;1477526400;6137;TASK0146215;ASBUILT;SOR01
0;1477526400;6170;TASK0146251;ASBUILT;SP06
0;1477526400;6200;TASK0146259;ASBUILT;SP06
0;1477526400;6345;TASK0146153;ASBUILT;SOR02
0;1477526400;6405;TASK0146238;ASBUILT;SP05
0;1477526400;6481;TASK0146177;ASBUILT;RJ01
0;1477526400;6537;TASK0146189;ASBUILT;RJ02
0;1477612800;6174;TASK0146683;ASBUILT;SP06
0;1477612800;6502;TASK0146514;ASBUILT;SP06
0;1477612800;6507;TASK0146403;ASBUILT;PR01
0;1477612800;6543;TASK0146654;ASBUILT;PR01
0;1477612800;6577;TASK0146590;ASBUILT;RJ01
0;1477612800;6658;TASK0146418;ASBUILT;SOR01
0;1477872000;6010;TASK0146983;ASBUILT;SP01
0;1477872000;6030;TASK0146416;ASBUILT;SOR01
0;1477872000;6227;TASK0147011;ASBUILT;SP06
0;1477872000;6295;TASK0147013;ASBUILT;SP06
0;1477872000;6299;TASK0147001;ASBUILT;SP02
0;1477872000;6492;TASK0146999;ASBUILT;SOR02
0;1477872000;6531;TASK0147004;ASBUILT;SP05
0;1477958400;6097;TASK0143547;ASBUILT;SP02
0;1477958400;6107;TASK0146987;ASBUILT;SP01
0;1477958400;6411;TASK0147007;ASBUILT;SP05
0;1477958400;6463;TASK0147351;ASBUILT;RJ02
0;1477958400;6568;TASK0147349;ASBUILT;RJ01
0;1477958400;6602;TASK0146994;ASBUILT;RJ02
0;1478044800;6062;TASK0147355;ASBUILT;SP02
0;1478044800;6629;TASK0147360;ASBUILT;SP01
0;1478131200;6091;TASK0147773;ASBUILT;SP01
0;1478131200;6116;TASK0147852;ASBUILT;SOR01
0;1478131200;6117;TASK0147847;ASBUILT;SOR01
0;1478131200;6121;TASK0147778;ASBUILT;SP01
0;1478131200;6286;TASK0147748;ASBUILT;SOR02
0;1478131200;6342;TASK0147752;ASBUILT;SOR02
0;1478131200;6396;TASK0147766;ASBUILT;SP05
0;1478131200;6577;TASK0147744;ASBUILT;RJ02
0;1478131200;6627;TASK0147787;ASBUILT;SP06
0;1478217600;6478;TASK0147739;ASBUILT;RJ02
0;1478304000;6475;TASK0148788;ASBUILT;RJ02
0;1478304000;6612;TASK0148458;ASBUILT;RJ02
0;1478476800;6001;TASK0148993;ASBUILT;SOR02
0;1478476800;6028;TASK0148966;ASBUILT;SP03
0;1478476800;6041;TASK0148934;ASBUILT;SP01
0;1478476800;6095;TASK0149000;ASBUILT;SOR02
0;1478476800;6106;TASK0148907;ASBUILT;SOR01
0;1478476800;6130;TASK0148893;ASBUILT;SOR01
0;1478476800;6171;TASK0147827;ASBUILT;SP06
0;1478476800;6352;TASK0149017;ASBUILT;SP05
0;1478476800;6461;TASK0148883;ASBUILT;RJ01
0;1478476800;6580;TASK0148889;ASBUILT;RJ02
0;1478563200;6014;TASK0149456;ASBUILT;SP01
0;1478563200;6118;TASK0149411;ASBUILT;SP03
0;1478563200;6175;TASK0149053;ASBUILT;SP06
0;1478563200;6315;TASK0149448;ASBUILT;SP05
0;1478563200;6319;TASK0149012;ASBUILT;SP05
0;1478563200;6320;TASK0149449;ASBUILT;SP05
0;1478563200;6324;TASK0148956;ASBUILT;SP02
0;1478649600;6073;TASK0149780;ASBUILT;SOR02
0;1478649600;6150;TASK0149806;ASBUILT;SP06
0;1478649600;6297;TASK0149790;ASBUILT;SP01
0;1478649600;6336;TASK0149800;ASBUILT;SP03
0;1478649600;6399;TASK0149724;ASBUILT;SP02
0;1478649600;6444;TASK0149755;ASBUILT;RJ02
0;1478649600;6593;TASK0149760;ASBUILT;SOR01
0;1478736000;6273;TASK0149446;ASBUILT;SP06
0;1479081600;6045;INC0185685;ASBUILT;SP01
0;1479081600;6074;INC0186695;ASBUILT;SP02
0;1479081600;6138;INC0186550;ASBUILT;SP03
0;1479081600;6139;INC0185814;ASBUILT;SP01
0;1479081600;6434;TASK0151021;ASBUILT;RJ02
0;1479081600;6447;TASK0151024;ASBUILT;RJ01
0;1479081600;6462;TASK0151033;ASBUILT;SP06
0;1479254400;6169;INC0186891;ASBUILT;SP02
0;1479254400;6355;INC0186552;ASBUILT;SP02
0;1479254400;6421;INC0186324;ASBUILT;SP03
0;1479513600;6508;TASK0152062;ASBUILT;SP03
0;1479686400;6198;TASK0152538;ASBUILT;SP02
0;1479686400;6412;TASK0148969;ASBUILT;SOR01
0;1479686400;6418;TASK0152464;ASBUILT;SP06
0;1479686400;6442;TASK0149752;ASBUILT;RJ01
0;1479686400;6605;INC0188256;ASBUILT;SP06
0;1479686400;6652;TASK0149785;ASBUILT;SOR02
0;1479772800;6017;TASK0119421;ASBUILT;SP02
0;1479772800;6129;INC0188321;ASBUILT;SOR01
0;1479772800;6346;TASK0126660;ASBUILT;SOR02
0;1479859200;6030;TASK0138398;ASBUILT;SOR02
0;1479859200;6602;INC0188439;ASBUILT;RJ01
0;1480032000;6086;TASK0154145;ASBUILT;SP03
0;1480032000;6088;TASK0154144;ASBUILT;SP03
0;1480032000;6135;TASK0154143;ASBUILT;SP02
0;1480032000;6193;TASK0154157;ASBUILT;SP06
0;1480032000;6300;TASK0154158;ASBUILT;SP06
0;1480032000;6387;TASK0154133;ASBUILT;SP01
0;1480032000;6403;TASK0131756;ASBUILT;SP05
0;1480032000;6623;TASK0154114;ASBUILT;RJ01
